id, street, neighbourhood, zipcode, smart_location, is_location_exact, property_type, room_type, accommodates, bedrooms, beds, price
1145057, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, Cabin, Private room, 2, 1, 1, 50.00
1173029, Dublin; Dublin; Ireland, Stoneybatter/Arbour Hill, D 7, Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 143.00
1207950, Ballinteer; Dublin; Ireland, Dundrum, , Ballinteer; Ireland, t, House, Entire home/apt, 8, 4, 4, 230.00
1244710, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 2, 3, 122.00
1270261, Dublin; Dublin; Ireland, , co, Dublin; Ireland, t, House, Private room, 6, 1, 6, 70.00
1276002, Dublin; Ireland, East Wall, 3, Dublin; Ireland, t, Townhouse, Entire home/apt, 5, 3, 3, 300.00
1287829, Santry; Dublin; Ireland, Santry, , Santry; Ireland, t, House, Entire home/apt, 8, 4, 5, 99.00
1289697, Rathfarnham; Dublin; Ireland, Rathfarnham, , Rathfarnham; Ireland, t, House, Entire home/apt, 6, 3, 3, 130.00
1290506, Palmerstown;; Dublin 20;; Ireland, Ballyfermot, Dublin, Palmerstown;; Ireland, t, House, Private room, 2, 1, 1, 50.00
1296492, Dublin; Dublin; Ireland, Ringsend/Irishtown, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 48.00
1297124, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 58.00
1315528, Swords; Dublin; Ireland, , , Swords; Ireland, t, Townhouse, Private room, 10, 4, 5, 40.00
1322440, Dublin; Dublin; Ireland, Beaumont, , Dublin; Ireland, t, House, Shared room, 3, 1, 3, 22.00
1332458, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, House, Entire home/apt, 16, 4, 8, 799.00
1341478, Dublin; Dublin; Ireland, Cabra, , Dublin; Ireland, t, House, Private room, 3, 1, 2, 85.00
1341827, Dublin; Dublin; Ireland, Blackrock, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 58.00
1345435, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 42.00
1364560, Dublin; Dublin; Ireland, Rialto, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 60.00
1407832, Blackrock; Dublin; Ireland, Blackrock, , Blackrock; Ireland, t, House, Entire home/apt, 8, 4, 5, 160.00
1411019, Dublin; Dublin; Ireland, City Centre, D1, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 87.00
1418666, Rathmines; Dublin; Ireland, Ranelagh and Rathmines, , Rathmines; Ireland, t, Townhouse, Entire home/apt, 2, 2, 2, 200.00
1447994, Dublin; Dublin; Ireland, Sandymount, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 75.00
1466234, Dublin; Dublin; Ireland, Crumlin, , Dublin; Ireland, t, House, Private room, 1, 1, 1, 30.00
1488124, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 68.00
1489545, Portmarnock; Co. Dublin; Ireland, , Dublin 13, Portmarnock; Ireland, t, Apartment, Private room, 2, 1, 1, 55.00
1499328, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
1500892, North County Dublin ; Dublin; Ireland, , K67EA03, North County Dublin ; Ireland, f, Bed and breakfast, Private room, 3, 1, 2, 120.00
1500921, North County Dublin; Dublin; Ireland, , K67EA03, North County Dublin; Ireland, f, House, Private room, 2, 1, 1, 75.00
1517181, Dublin; Dublin; Ireland, , D18, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 40.00
1520036, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 210.00
1541581, Clonskeagh; Dublin; Ireland, Ardilea, 14, Clonskeagh; Ireland, t, Townhouse, Entire home/apt, 6, 3, 6, 165.00
1550394, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 169.00
1551644, South Dublin; County Dublin; Ireland, , , South Dublin; Ireland, f, House, Entire home/apt, 4, 2, 2, 130.00
1556554, Dublin; Dublin; Ireland, The Liberties, 8, Dublin; Ireland, t, House, Entire home/apt, 7, 3, 4, 245.00
1559929, Dublin; Dublin; Ireland, Portobello, 2, Dublin; Ireland, t, House, Private room, 1, 1, 1, 65.00
1563973, Dublin; Dublin; Ireland, Phoenix Park and Surrounds, D7, Dublin; Ireland, t, House, Private room, 1, 1, 1, 45.00
1566503, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 225.00
1596451, Dublin 3; Ireland, Ballybough, Dublin 3, Dublin 3; Ireland, t, House, Entire home/apt, 6, 3, 4, 500.00
1600779, Dublin; Dublin; Ireland, Portobello, 2, Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 85.00
1605305, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, House, Entire home/apt, 6, 2, 0, 200.00
1612700, Glasnevin; Dublin; Ireland, Drumcondra, , Glasnevin; Ireland, t, House, Private room, 2, 1, 2, 85.00
1614285, Glasnevin; Dublin; Ireland, Drumcondra, , Glasnevin; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 82.00
1672292, Santry; Dublin; Ireland, Santry, Dublin 9, Santry; Ireland, f, Apartment, Private room, 2, 1, 1, 50.00
1678478, Drumcondra; Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, t, Apartment, Entire home/apt, 8, 3, 5, 260.00
1715350, North County Dublin; Ireland; Ireland, , K67EA03, North County Dublin; Ireland, f, Bed and breakfast, Private room, 1, 1, 1, 75.00
1717912, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 55.00
1719411, Drumcondra; Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, f, Apartment, Entire home/apt, 10, 2, 5, 800.00
1735698, Dublin 2; Ireland, Georgian Quarter, D02 RY67, Dublin 2; Ireland, t, Barn, Entire home/apt, 6, 3, 3, 430.00
1744402, Portrane; Dublin; Ireland, , , Portrane; Ireland, f, House, Private room, 2, 2, 2, 45.00
1754515, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Loft, Entire home/apt, 2, 1, 1, 84.00
1768437, Sallynoggin; Dublin; Ireland, , , Sallynoggin; Ireland, t, House, Private room, 2, 1, 1, 35.00
1771007, Bray; Dublin; Ireland, , , Bray; Ireland, t, House, Private room, 2, 1, 1, 50.00
1787723, Dublin; County Dublin; Ireland, Castleknock, D15 WK27, Dublin; Ireland, f, Condominium, Private room, 2, 1, 1, 58.00
1789253, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 1, 170.00
1804494, Dublin; Dublin; Ireland, Clontarf, , Dublin; Ireland, t, House, Entire home/apt, 4, 2, 3, 120.00
1816117, Santry; Dublin; Ireland, Santry, , Santry; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 80.00
1860685, Dublin; Dublin; Ireland, Ballsbridge, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 93.00
1896821, Dublin; Dublin; Ireland, Kilmainham, D8, Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 150.00
1906221, Dolphins Barn; Dublin; Ireland, Rialto, , Dolphins Barn; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
1907960, Dublin 14; County Dublin; Ireland, Churchtown, D14 XY47, Dublin 14; Ireland, t, House, Entire home/apt, 4, 2, 2, 99.00
1908126, Dublin; County Dublin; Ireland, Ballsbridge, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 89.00
1929739, Dolphins Barn; Dublin; Ireland, Rialto, , Dolphins Barn; Ireland, t, Apartment, Private room, 2, 1, 1, 45.00
1932609, Dublin 2; Dublin; Ireland, Old City, Dublin 2, Dublin 2; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 200.00
1943366, Dublin; Dublin; Ireland, Cabra, , Dublin; Ireland, t, Apartment, Entire home/apt, 6, 1, 4, 200.00
1947885, Dublin 3; Dublin; Ireland, Drumcondra, 3, Dublin 3; Ireland, t, House, Private room, 1, 1, 1, 40.00
1963074, Glasnevin; Dublin; Ireland, Glasnevin, , Glasnevin; Ireland, t, House, Private room, 2, 1, 2, 50.00
1973276, Dublin 7; Dublin; Ireland, Phoenix Park and Surrounds, , Dublin 7; Ireland, f, Townhouse, Entire home/apt, 12, 4, 7, 165.00
1973352, Portmarnock; Dublin; Ireland, , , Portmarnock; Ireland, t, Apartment, Entire home/apt, 5, 2, 5, 90.00
1982951, Dublin; Dublin; Ireland, Phibsborough, , Dublin; Ireland, t, House, Private room, 2, 1, 1, 49.00
1983907, Kilmainham ; Dublin; Ireland, Kilmainham, 8, Kilmainham ; Ireland, t, House, Entire home/apt, 4, 2, 2, 160.00
2026810, Ranelagh; Dublin; Ireland, Ranelagh and Rathmines, 6, Ranelagh; Ireland, t, House, Private room, 1, 1, 1, 48.00
2067000, Ballsbridge; Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Townhouse, Private room, 2, 1, 1, 50.00
2069629, North Lotts; Dublin 1; Ireland, City Centre, , North Lotts; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 90.00
2120571, Dublin; County Dublin; Ireland, Fairview, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 80.00
2121887, Dublin; County Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 2, 2, 103.00
2139785, Rathgar; Dublin; Ireland, Rathgar, , Rathgar; Ireland, t, House, Entire home/apt, 1, 1, 1, 50.00
2142451, Rathfarnham; Dublin; Ireland, Rathfarnham, , Rathfarnham; Ireland, f, House, Private room, 1, 1, 1, 24.00
2154635, Dublin; Dublin; Ireland, East Wall, , Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 250.00
2161580, Dublin; Dublin; Ireland, Beaumont, , Dublin; Ireland, t, Apartment, Private room, 1, 2, 1, 27.00
2162973, Dublin; Dublin; Ireland, Ranelagh and Rathmines, 6, Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 105.00
2164444, Dublin; Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 74.00
2165074, Santry; Dublin; Ireland, Santry, D09, Santry; Ireland, f, Apartment, Entire home/apt, 4, 1, 3, 65.00
2202076, Killiney; Dublin; Ireland, , , Killiney; Ireland, f, Apartment, Entire home/apt, 6, 2, 3, 100.00
2207103, Dublin; Dublin; Ireland, Beaumont, , Dublin; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 70.00
2215722, Clontarf; Dublin; Ireland, Clontarf, , Clontarf; Ireland, t, House, Private room, 2, 1, 3, 120.00
2232124, Raheny; County Dublin; Ireland, Raheny, , Raheny; Ireland, f, House, Private room, 3, 2, 2, 120.00
2237704, Dublin; Dublin; Ireland, Georgian Quarter, Dublin 2, Dublin; Ireland, t, House, Entire home/apt, 6, 3, 3, 335.00
2250821, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 1, 1, 100.00
2251284, Dublin; Dublin; Ireland, Old City, 8, Dublin; Ireland, t, Townhouse, Entire home/apt, 4, 1, 2, 106.00
2280160, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 3, 130.00
2283713, Dublin; Dublin; Ireland, Grafton Street/St. Stephens Green, Dublin 2, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
2291390, Dublin; Dublin; Ireland, Temple Bar, D2, Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 2, 130.00
2295609, Dublin; Dublin; Ireland, Kilmainham, , Dublin; Ireland, t, House, Entire home/apt, 9, 5, 5, 180.00
2297145, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 75.00
2297201, Dublin; Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, t, House, Entire home/apt, 5, 2, 5, 150.00
2314090, Templeogue; Dublin; Ireland, Rathfarnham, 16, Templeogue; Ireland, f, House, Private room, 2, 1, 2, 35.00
2328196, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Townhouse, Entire home/apt, 5, 2, 3, 130.00
2345315, Dublin; Dublin; Ireland, Pelletstown, 15, Dublin; Ireland, t, Townhouse, Private room, 2, 1, 1, 50.00
2358328, Killiney; Dublin; Ireland, , , Killiney; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
2372993, Dublin; Dublin; Ireland, Temple Bar, , Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 190.00
2377060, Dublin; County Dublin; Ireland, , , Dublin; Ireland, f, Townhouse, Private room, 4, 2, 2, 48.00
2383085, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, Condominium, Entire home/apt, 2, 1, 1, 109.00
2385640, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, House, Entire home/apt, 10, 5, 6, 179.00
2394893, Santry; Dublin; Ireland, Santry, , Santry; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 60.00
2400008, Dublin; Dublin; Ireland, Kimmage, , Dublin; Ireland, t, House, Private room, 1, 1, 1, 200.00
2415104, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, t, House, Entire home/apt, 6, 2, 4, 180.00
2427857, Santry; Dublin; Ireland, Santry, , Santry; Ireland, t, Townhouse, Private room, 2, 1, 1, 60.00
2436401, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 59.00
2451061, Dublin; Dublin 3; Ireland, East Wall, , Dublin; Ireland, t, House, Entire home/apt, 2, 1, 1, 90.00
2453774, Rialto; Dublin; Ireland, Rialto, 8, Rialto; Ireland, t, Apartment, Entire home/apt, 6, 3, 4, 148.00
2466169, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 2, 0, 1, 62.00
2470847, Dublin; Dublin; Ireland, Docklands, 2, Dublin; Ireland, f, Apartment, Entire home/apt, 8, 2, 3, 160.00
2471794, Dun Laoghaire; Dublin; Ireland, , , Dun Laoghaire; Ireland, t, House, Private room, 2, 1, 2, 85.00
2477297, Ranelagh; Dublin; Ireland, Donnybrook, 6, Ranelagh; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 150.00
2481147, Dublin; Dublin; Ireland, Docklands, , Dublin; Ireland, f, Serviced apartment, Entire home/apt, 10, 3, 5, 349.00
2486135, Dublin; Dublin; Ireland, Georgian Quarter, 2, Dublin; Ireland, t, Condominium, Entire home/apt, 6, 2, 3, 160.00
2488781, Dublin; County Dublin; Ireland, Temple Bar, Dublin 2, Dublin; Ireland, t, Condominium, Entire home/apt, 2, 1, 1, 100.00
2489550, Dublin; Dublin; Ireland, Temple Bar, D08 VH76, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 1, 2, 130.00
2514537, Dublin; Dublin; Ireland, Marino, , Dublin; Ireland, f, House, Entire home/apt, 5, 3, 3, 110.00
2517381, Dublin; Dublin; Ireland, City Centre, D 1, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 70.00
2520476, Dublin; Dublin; Ireland, Old City, D8, Dublin; Ireland, t, Townhouse, Entire home/apt, 6, 3, 3, 250.00
2538861, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 40.00
2562249, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 66.00
2574203, Ballyfermot; Dublin; Ireland, Ballyfermot, , Ballyfermot; Ireland, t, Townhouse, Private room, 1, 1, 1, 35.00
2607040, Dublin; Dublin; Ireland, Portobello, 8, Dublin; Ireland, t, Tiny house, Entire home/apt, 2, 1, 1, 100.00
2610590, Dublin; Dublin; Ireland, Old City, 8, Dublin; Ireland, t, House, Entire home/apt, 6, 4, 4, 160.00
2614726, Drumcondra; Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, t, Apartment, Private room, 2, 1, 1, 110.00
2620389, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, Condominium, Shared room, 1, 1, 1, 38.00
2635493, Donnybrook; Dublin; Ireland, Donnybrook, , Donnybrook; Ireland, t, House, Entire home/apt, 4, 3, 4, 200.00
2639114, Dublin 8; Dublin; Ireland, Old City, , Dublin 8; Ireland, t, House, Entire home/apt, 4, 2, 2, 200.00
2642164, Howth ;Dublin; Dublin; Ireland, , 13, Howth ;Dublin; Ireland, t, Bungalow, Private room, 2, 1, 2, 65.00
2647405, Dublin; Dublin; Ireland, Sandymount, 4, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 62.00
2657542, Dublin; Dublin; Ireland, City Centre, 1, Dublin; Ireland, t, House, Entire home/apt, 2, 1, 2, 155.00
2671586, Santry; Dublin; Ireland, Santry, , Santry; Ireland, t, House, Entire home/apt, 5, 3, 3, 97.00
2675211, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 500.00
2684689, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, f, Apartment, Entire home/apt, 4, 1, 2, 92.00
2685349, Ballsbridge; County Dublin; Ireland, Ballsbridge, , Ballsbridge; Ireland, t, Apartment, Entire home/apt, 8, 3, 5, 300.00
2685836, Dublin 6; County Dublin; Ireland, Donnybrook, D06 A8N1, Dublin 6; Ireland, t, House, Private room, 2, 1, 1, 63.00
2686112, Dublin; Dublin; Ireland, "North City Central/OConnell Street", , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 65.00
2688629, Dublin; Dublin; Ireland, Georgian Quarter, , Dublin; Ireland, t, House, Entire home/apt, 2, 1, 1, 100.00
2714737, Swords; County Dublin; Ireland, , , Swords; Ireland, f, House, Private room, 2, 1, 1, 45.00
2719863, Dublin; Dublin; Ireland, The Liberties, Dublin 8, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 70.00
2734096, Dublin; Dublin; Ireland, Docklands, d4, Dublin; Ireland, t, Apartment, Private room, 1, 1, 1, 150.00
2754860, Garristown; Dublin; Ireland, , , Garristown; Ireland, t, House, Entire home/apt, 15, 6, 9, 285.00
2770813, Clontarf; Dublin; Ireland, Clontarf, 3, Clontarf; Ireland, f, Bed and breakfast, Private room, 3, 1, 2, 90.00
2773760, Ringsend; Dublin; Ireland, Ringsend/Irishtown, , Ringsend; Ireland, t, House, Private room, 2, 1, 1, 70.00
2778697, Glasnevin; Dublin; Ireland, Drumcondra, , Glasnevin; Ireland, t, Townhouse, Private room, 2, 1, 1, 72.00
2784684, Dublin; Dublin; Ireland, Docklands, 2, Dublin; Ireland, t, Apartment, Entire home/apt, 2, 1, 1, 80.00
2791857, Santry; Dublin 9; Ireland, Santry, , Santry; Ireland, t, Townhouse, Private room, 2, 1, 1, 65.00
2795703, Dublin; Dublin; Ireland, Stoneybatter/Arbour Hill, D8, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 142.00
2809448, Temple Bar; Dublin 2; Ireland, Temple Bar, , Temple Bar; Ireland, t, Loft, Entire home/apt, 4, 1, 1, 100.00
2812694, Rathmines; Dublin; Ireland, Ranelagh and Rathmines, , Rathmines; Ireland, t, House, Entire home/apt, 4, 1, 1, 95.00
2832333, Dublin; Dublin; Ireland, Portobello, , Dublin; Ireland, t, Townhouse, Entire home/apt, 6, 3, 3, 320.00
2832627, Dublin; Dublin; Ireland, Monkstown, , Dublin; Ireland, f, House, Private room, 1, 1, 1, 60.00
2842414, Dublin 7; County Dublin; Ireland, Cabra, D07 CDP2, Dublin 7; Ireland, t, House, Entire home/apt, 5, 3, 3, 100.00
2842486, Dublin; Dublin; Ireland, Kilmainham, , Dublin; Ireland, t, Apartment, Entire home/apt, 3, 1, 1, 110.00
2849540, Dublin; Dublin; Ireland, East Wall, 3, Dublin; Ireland, f, Apartment, Private room, 2, 1, 1, 40.00
2854629, Dublin; County Dublin; Ireland, Monkstown, , Dublin; Ireland, f, Townhouse, Entire home/apt, 3, 2, 2, 11.00
2860722, Ringsend; Dublin 4; Ireland, Ballsbridge, , Ringsend; Ireland, t, Townhouse, Entire home/apt, 2, 1, 1, 140.00
2873250, Dublin 3; Dublin; Ireland, Ballybough, , Dublin 3; Ireland, t, Townhouse, Private room, 2, 1, 1, 45.00
2874272, Dublin 7; Dublin; Ireland, Stoneybatter/Arbour Hill, , Dublin 7; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 90.00
2877944, Dublin; Dublin; Ireland, Docklands, 2, Dublin; Ireland, t, Townhouse, Entire home/apt, 4, 2, 2, 157.00
2884501, Dublin; Dublin; Ireland, , , Dublin; Ireland, t, House, Entire home/apt, 6, 4, 5, 125.00
2885736, Glasnevin; Dublin; Ireland, Drumcondra, , Glasnevin; Ireland, t, House, Entire home/apt, 8, 4, 6, 180.00
2891101, Dublin; Dublin; Ireland, "Harolds Cross", , Dublin; Ireland, t, Townhouse, Private room, 1, 1, 1, 55.00
2893543, Drumcondra; Dublin; Ireland, Drumcondra, D 9, Drumcondra; Ireland, t, Bed and breakfast, Private room, 2, 1, 2, 70.00
2893750, Drumcondra; Dublin; Ireland, Drumcondra, D9, Drumcondra; Ireland, t, Bed and breakfast, Private room, 1, 1, 1, 90.00
2897424, Dublin; Dublin; Ireland, Smithfield, , Dublin; Ireland, f, Apartment, Entire home/apt, 5, 2, 2, 110.00
2908424, Dublin; Dublin; Ireland, Phoenix Park and Surrounds, 20, Dublin; Ireland, t, House, Private room, 2, 1, 3, 80.00
2919844, Dublin; County Dublin; Ireland, Trinity College, , Dublin; Ireland, t, Apartment, Entire home/apt, 14, 6, 6, 600.00
2920718, Donnybrook; Dublin 4; Ireland, Booterstown, D04 KT99, Donnybrook; Ireland, t, Boutique hotel, Private room, 2, 1, 1, 109.00
2923471, Dublin; Dublin; Ireland, "Harolds Cross", , Dublin; Ireland, t, Townhouse, Private room, 1, 1, 1, 65.00
2941009, Ringsend; Dublin; Ireland, Ringsend/Irishtown, , Ringsend; Ireland, t, House, Private room, 2, 1, 1, 70.00
2962455, Dublin; Hrabstwo Dublin; Ireland, City Centre, 7, Dublin; Ireland, t, House, Private room, 1, 1, 1, 110.00
2965206, Glasnevin; Dublin; Ireland, Dublin Industrial Estate, D11, Glasnevin; Ireland, t, Bed and breakfast, Private room, 1, 1, 1, 45.00
2975343, Dublin; Dublin; Ireland, Sandymount, 4, Dublin; Ireland, t, House, Entire home/apt, 4, 2, 2, 150.00
2978696, Dublin; Ireland, Old City, 8, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 80.00
2985355, Baldoyle; County Dublin; Ireland, Raheny, D13 W662, Baldoyle; Ireland, f, House, Private room, 5, 1, 4, 70.00
2987702, Dublin; Dublin; Ireland, City Centre, 1, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 3, 119.00
2996794, Dublin; Ireland, Rathgar, , Dublin; Ireland, f, House, Entire home/apt, 9, 5, 5, 955.00
2997334, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, t, House, Private room, 1, 1, 1, 40.00
3009793, Dublin; Ireland, Kilmainham, 8, Dublin; Ireland, t, Apartment, Entire home/apt, 2, 0, 1, 97.00
3012532, Rush; Dublin; Ireland, , , Rush; Ireland, t, Apartment, Entire home/apt, 6, 2, 2, 93.00
3027323, Lucan; Dublin; Ireland, , , Lucan; Ireland, t, House, Private room, 2, 1, 1, 30.00
3031518, Clontarf; Dublin; Ireland, Clontarf, 3, Clontarf; Ireland, f, Bed and breakfast, Private room, 3, 1, 2, 99.00
3042183, Clontarf; Dublin; Ireland, Clontarf, 3, Clontarf; Ireland, f, Bed and breakfast, Private room, 2, 1, 1, 90.00
3042237, Clontarf; Dublin; Ireland, Clontarf, 3, Clontarf; Ireland, f, Bed and breakfast, Private room, 1, 1, 1, 60.00
3045464, Dublin; Dublin; Ireland, The Liberties, 8, Dublin; Ireland, t, House, Entire home/apt, 5, 2, 3, 140.00
3048852, Dublin; Dublin; Ireland, "North City Central/OConnell Street", 1, Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 60.00
3055226, Dublin; Dublin; Ireland, Old City, , Dublin; Ireland, t, House, Entire home/apt, 6, 2, 5, 200.00
3076665, Dublin; Dublin; Ireland, Cabra, , Dublin; Ireland, t, Apartment, Private room, 2, 1, 1, 50.00
3088332, Dublin; Dublin; Ireland, Old City, 8, Dublin; Ireland, t, Apartment, Private room, 4, 1, 1, 45.00
3093370, Dublin; Dublin; Ireland, Addison Park, , Dublin; Ireland, f, House, Private room, 2, 3, 6, 90.00
3096382, Dublin 2; County Dublin; Ireland, Temple Bar, D02 EV12, Dublin 2; Ireland, t, Townhouse, Entire home/apt, 5, 2, 2, 190.00
3102949, Dublin; Dublin; Ireland, Trinity College, 2, Dublin; Ireland, t, Loft, Private room, 4, 1, 2, 189.00
3104048, Dublin; Dublin; Ireland, City Centre, , Dublin; Ireland, f, Apartment, Private room, 1, 1, 1, 45.00
3109535, Rialto;; Dublin; Ireland, Rialto, 8, Rialto;; Ireland, t, Apartment, Private room, 2, 1, 1, 38.00
3116737, Drumcondra; Dublin; Ireland, Drumcondra, , Drumcondra; Ireland, t, House, Entire home/apt, 9, 5, 5, 380.00
3137058, Rialto; County Dublin; Ireland, Crumlin, D12 A3FH, Rialto; Ireland, t, Townhouse, Private room, 2, 1, 1, 45.00
3139142, Rathgar; Dublin 6; Ireland, Ranelagh and Rathmines, , Rathgar; Ireland, t, Apartment, Private room, 1, 1, 1, 68.00
3143338, Dundrum; Dublin; Ireland, Dundrum, , Dundrum; Ireland, t, House, Entire home/apt, 4, 2, 2, 112.00
3151628, Dublin; Dublin; Ireland, Old City, D08XD37, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 2, 4, 100.00
3154254, Sandymount; Dublin; Ireland, Sandymount, , Sandymount; Ireland, t, Bed and breakfast, Private room, 2, 1, 1, 80.00
3155747, Booterstown; Dublin; Ireland, Booterstown, , Booterstown; Ireland, t, House, Entire home/apt, 3, 2, 2, 100.00
3156279, Rialto; Dublin; Ireland, Rialto, D8, Rialto; Ireland, f, Townhouse, Private room, 4, 2, 2, 90.00
3180314, Dublin; Dublin; Ireland, Old City, Dublin 8, Dublin; Ireland, t, House, Entire home/apt, 6, 3, 4, 220.00
3187009, Dublin; Ireland, Ballyfermot, 12, Dublin; Ireland, t, Apartment, Entire home/apt, 4, 0, 4, 69.00
3188621, Dublin; Dublin; Ireland, Old City, 8, Dublin; Ireland, t, Apartment, Private room, 3, 1, 3, 65.00
3195157, Sandyford; County Dublin; Ireland, , , Sandyford; Ireland, t, Farm stay, Private room, 2, 1, 1, 50.00
3211366, Dublin; Ireland, City Centre, Dublin 1, Dublin; Ireland, t, Apartment, Entire home/apt, 5, 2, 2, 140.00
3221575, Portmarnock; Dublin; Ireland, , , Portmarnock; Ireland, t, Apartment, Entire home/apt, 4, 2, 2, 79.00
3226975, Dublin City; Dublin; Ireland, Stoneybatter/Arbour Hill, , Dublin City; Ireland, t, House, Entire home/apt, 6, 2, 2, 70.00
3235104, Dublin 8; Dublin; Ireland, Old City, , Dublin 8; Ireland, t, Apartment, Entire home/apt, 5, 3, 5, 140.00
3238040, Dublin; Ireland, Ranelagh and Rathmines, , Dublin; Ireland, t, Guest suite, Entire home/apt, 2, 1, 1, 59.00
